station year duration start
HSD_TAA_TN_LAGO_DI_CALAITA 2020 27 70
HSD_TAA_TN_LAGO_DI_CALAITA 2021 113 97
HSD_TAA_TN_LAGO_DI_CALAITA 2022 23 88
HSD_TAA_TN_LAGO_DI_CALAITA 2023 56 127
HSD_TAA_TN_LAGO_DI_CALAITA 2024 52 92
HSD_TAA_TN_VAL_GENOVA_MALGA_CARET 2012 16 154
HSD_TAA_TN_VAL_GENOVA_MALGA_CARET 2013 72 157
HSD_TAA_TN_VAL_GENOVA_MALGA_CARET 2014 103 110
HSD_TAA_TN_VAL_GENOVA_MALGA_CARET 2015 39 139
HSD_TAA_TN_VAL_GENOVA_MALGA_CARET 2016 44 159
HSD_TAA_TN_VAL_GENOVA_MALGA_CARET 2017 23 171
HSD_TAA_TN_VAL_GENOVA_MALGA_CARET 2018 76 155
HSD_TAA_TN_VAL_GENOVA_MALGA_CARET 2019 17 154
HSD_TAA_TN_VAL_GENOVA_MALGA_CARET 2020 53 67
HSD_TAA_TN_VAL_GENOVA_MALGA_CARET 2021 90 93
HSD_TAA_TN_VAL_GENOVA_MALGA_CARET 2022 19 88
HSD_TAA_TN_VAL_GENOVA_MALGA_CARET 2023 30 95
HSD_TAA_TN_VAL_GENOVA_MALGA_CARET 2024 34 90
HSD_TAA_TN_PINZOLO_MALGA_ZELEDRIA 2012 104 101
HSD_TAA_TN_PINZOLO_MALGA_ZELEDRIA 2013 162 86
HSD_TAA_TN_PINZOLO_MALGA_ZELEDRIA 2014 92 76
HSD_TAA_TN_PINZOLO_MALGA_ZELEDRIA 2015 91 137
HSD_TAA_TN_PINZOLO_MALGA_ZELEDRIA 2016 102 124
HSD_TAA_TN_PINZOLO_MALGA_ZELEDRIA 2017 73 136
HSD_TAA_TN_PINZOLO_MALGA_ZELEDRIA 2018 178 69
HSD_TAA_TN_PINZOLO_MALGA_ZELEDRIA 2019 113 123
HSD_TAA_TN_PINZOLO_MALGA_ZELEDRIA 2020 173 61
HSD_TAA_TN_PINZOLO_MALGA_ZELEDRIA 2021 167 92
HSD_TAA_TN_PINZOLO_MALGA_ZELEDRIA 2022 110 88
HSD_TAA_TN_PINZOLO_MALGA_ZELEDRIA 2023 120 83
HSD_TAA_TN_PINZOLO_MALGA_ZELEDRIA 2024 159 90
HSD_TAA_TN_SAN_MARTINO_DI_CASTROZZA 2012 20 116
HSD_TAA_TN_SAN_MARTINO_DI_CASTROZZA 2013 46 183
HSD_TAA_TN_SAN_MARTINO_DI_CASTROZZA 2014 68 110
HSD_TAA_TN_SAN_MARTINO_DI_CASTROZZA 2015 72 138
HSD_TAA_TN_SAN_MARTINO_DI_CASTROZZA 2016 44 162
HSD_TAA_TN_SAN_MARTINO_DI_CASTROZZA 2017 20 156
HSD_TAA_TN_SAN_MARTINO_DI_CASTROZZA 2018 70 147
HSD_TAA_TN_SAN_MARTINO_DI_CASTROZZA 2019 22 152
HSD_TAA_TN_SAN_MARTINO_DI_CASTROZZA 2020 26 68
HSD_TAA_TN_SAN_MARTINO_DI_CASTROZZA 2021 112 97
HSD_TAA_TN_SAN_MARTINO_DI_CASTROZZA 2022 32 88
