station year duration start
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 2021 116 89
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 2022 63 71
HSD_IT_PIE_CN_LIMONE_PANCANI_1875m 2023 33 90
HSD_IT_PIE_SV_SETTEPANI 2004 12 120
HSD_IT_PIE_SV_SETTEPANI 2005 6 90
HSD_IT_PIE_SV_SETTEPANI 2006 6 150
HSD_IT_PIE_SV_SETTEPANI 2007 0 NA
HSD_IT_PIE_SV_SETTEPANI 2008 0 NA
HSD_IT_PIE_SV_SETTEPANI 2009 22 98
HSD_IT_PIE_SV_SETTEPANI 2010 20 185
HSD_IT_PIE_SV_SETTEPANI 2011 13 115
HSD_IT_PIE_SV_SETTEPANI 2012 4 66
HSD_IT_PIE_SV_SETTEPANI 2013 13 142
HSD_IT_PIE_SV_SETTEPANI 2014 9 178
HSD_IT_PIE_SV_SETTEPANI 2015 6 158
HSD_IT_PIE_SV_SETTEPANI 2016 23 176
HSD_IT_PIE_SV_SETTEPANI 2017 7 160
HSD_IT_PIE_SV_SETTEPANI 2018 3 117
HSD_IT_PIE_SV_SETTEPANI 2019 0 NA
HSD_IT_PIE_SV_SETTEPANI 2020 8 77
HSD_IT_PIE_SV_SETTEPANI 2021 16 116
HSD_IT_PIE_SV_SETTEPANI 2022 1 87
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2004 51 119
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2005 57 92
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2006 41 125
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2007 43 94
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2008 104 81
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2009 105 85
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2010 94 91
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2011 67 81
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2012 41 106
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2013 67 72
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2014 50 133
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2015 43 140
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2016 28 161
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2017 60 111
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2018 75 92
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2019 21 150
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2020 47 75
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2021 80 95
HSD_IT_PIE_TO_BARDONECCHIA_PIAN_DEL_SOLE 2022 13 123
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2003 28 93
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2004 89 106
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2005 67 92
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2006 51 94
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2007 30 96
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2008 55 99
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2009 142 85
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2010 68 91
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2011 54 89
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2012 34 105
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2013 50 77
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2014 68 119
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2015 46 140
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2016 16 136
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2017 27 144
